"id","pid","extype","orig_phrase","sub_phrase","effect"
"3170","5f3d63a8d956100fd3adf56d","4","San Francisco was Interconnect meeting.","San Francisco was Interconnect meeting.","1"
"3171","5f3d63a8d956100fd3adf56d","4","Man I don't want to get sick again.","Man I don't want to get sick again.","1"
"3172","5f3d63a8d956100fd3adf56d","4","I'm out of office till Wednesday.","I'm out of office till Wednesday. ","1"
"3173","5f3d63a8d956100fd3adf56d","4","I'm looking forward to the long weekend!","I'm looking forward to the long weekend!","1"
"3174","5f3d63a8d956100fd3adf56d","4","Can you get me the Calger letter done?","Can you get me the Calger letter done?","1"
"3175","5f3d63a8d956100fd3adf56d","4","We're planning to go to West Virginia for Christmas.","We're planning to go to Wet Virginia for Christmas. ","1"
"3176","5f3d63a8d956100fd3adf56d","4","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"3177","5f3d63a8d956100fd3adf56d","4","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa, BPA.","1"
"3178","5f3d63a8d956100fd3adf56d","4","In isolation, all of these things are trivial.","In isolation, all these things are trivial. ","1"
"3179","5f3d63a8d956100fd3adf56d","4","If so he probably will have to pay back.","If so he will probably have to pay back.","1"
"3180","5f3d63a8d956100fd3adf56d","4","I went to see a doctor.","I went to see a doctor. ","1"
"3181","6160ccb0810a73f90ef4c5e7","3","Thursday works better for me.","Thursday works better for me.","1"
"3182","6160ccb0810a73f90ef4c5e7","3","We can discuss options early next week.","We can decide options early next week.","1"
"3183","6160ccb0810a73f90ef4c5e7","3","I'm on my way back there to do so.","I'm on my way back there to do so.","1"
"3184","6160ccb0810a73f90ef4c5e7","3","Can we have them until we move?","Can we have them until we move?","1"
"3185","6160ccb0810a73f90ef4c5e7","3","We just need a sitter.","We just need a Sitter.","1"
"3186","6160ccb0810a73f90ef4c5e7","3","Through this account cash flows to corporate.","Through this account cash flows through equity","1"
"3187","6160ccb0810a73f90ef4c5e7","3","We just pulled schedules from the web.","We just pulled schedules off the web.","1"
"3188","6160ccb0810a73f90ef4c5e7","3","Hope your trip to Florida was good.","Hope your trip to Florida was good.","1"
"3189","6160ccb0810a73f90ef4c5e7","3","We will have some good detail by January 7.","We will have some good detail about January 7.","1"
"3190","6160ccb0810a73f90ef4c5e7","3","Will call later to explain.","Will call later to explain.","1"
"3191","6160ccb0810a73f90ef4c5e7","3","Maybe traffic will be light on Thursday.","Maybe traffic will be light Thursday.","1"
"3192","6160ccb0810a73f90ef4c5e7","3","How can we get these answers?","How can we get these answers?","1"
"3193","6160ccb0810a73f90ef4c5e7","3","Just in case we haven't invited any of them.","Just incase we haven't invited any of them.","1"
"3194","6160ccb0810a73f90ef4c5e7","3","Are you going to call?","Are you going to call?","1"
"3195","6160ccb0810a73f90ef4c5e7","3","This is the neatest toy I have had.","This is the neatest toy I have ever had.","1"
"3211","5ab15ab4c42b630001cd36fb","4","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time).","1"
"3212","5ab15ab4c42b630001cd36fb","4","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowles on 30th November.","1"
"3213","5ab15ab4c42b630001cd36fb","4","I went to see a doctor.","I went to see a doctor.","1"
"3214","5ab15ab4c42b630001cd36fb","4","The meteor shower was incredible last night.","The meteor shower was incredible last night.","1"
"3215","5ab15ab4c42b630001cd36fb","4","Let me know where you might be.","Let me know where you might be.","1"
"3216","5ab15ab4c42b630001cd36fb","4","And how would I be going for work?","And how would I be going for work?","1"
"3217","5ab15ab4c42b630001cd36fb","4","That's not the behavior that I was looking for.","That's not the behavior I was looking for.","1"
"3218","5ab15ab4c42b630001cd36fb","4","Good to know that the FERC cares!","Good to know that the FERC cares!","1"
"3219","5ab15ab4c42b630001cd36fb","4","If not, I can try information in Omaha.","If not, I can try informatio in Omaha.","1"
"3220","5ab15ab4c42b630001cd36fb","4","I'm out of office till Wednesday.","I'm out of office till Wednesday.","1"
"3221","5ab15ab4c42b630001cd36fb","4","You are welcome in Palacios this weekend, of course.","You are welcome in Palacios this weekend, of course.","1"
"3222","5ab15ab4c42b630001cd36fb","4","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa, BPA.","1"
"3223","5ab15ab4c42b630001cd36fb","4","Man I don't want to get sick again.","Man I don't want to get sick again.","1"
"3224","5ab15ab4c42b630001cd36fb","4","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy risk issue remains.","1"
"3225","5ab15ab4c42b630001cd36fb","4","Probably need to check with HR group providing services.","Probably need to ceheck with HR group providing services.","1"
"3226","571d293628d2680011ab9896","6","Issue on post bankruptcy price risk issue remains.","Issue on post bankrupcy issue still remains.","1"
"3227","571d293628d2680011ab9896","6","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting woth Alaska govener Tony Knowes on November 30th.","1"
"3228","571d293628d2680011ab9896","6","I'm looking forward to the long weekend!","I'm looking forward to the long weekend!","1"
"3229","571d293628d2680011ab9896","6","Please send to Hartsoe for comment.","Please send to Hartsoe for comment.","1"
"3230","571d293628d2680011ab9896","6","I have a doctor's appointment for 11:00 on Tuesday.","I have a Doctor's appointment for 11:00 Tuesday morning.","1"
"3231","571d293628d2680011ab9896","6","I'm quite interested as I told Lyn.","I'm quite interested as I told Lyn.","1"
"3232","571d293628d2680011ab9896","6","Mark Ellenberg is off for Passover.","Mark Ellenberg is off for Passover.","1"
"3233","571d293628d2680011ab9896","6","I guess that's additive to my stretch?","I guess thats additive to my stretch?","1"
"3234","571d293628d2680011ab9896","6","If this has already been covered, then I apologize.","If this has already been mentioned, I apologise.","1"
"3235","571d293628d2680011ab9896","6","Can I meet with you at 4:00?","Can i meet with you at 4:00?","1"
"3236","571d293628d2680011ab9896","6","9:00 AM every second Saturday with Michelle.","9:00 AM every second Saturday with Michelle.","1"
"3237","571d293628d2680011ab9896","6","Here's my work email (kay.mann@enron.com).","Here's my work email (kay.mann@enron.com)","1"
"3238","571d293628d2680011ab9896","6","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"3239","571d293628d2680011ab9896","6","He is at 281 350 8441.","He is at 281 350 3172.","1"
"3240","571d293628d2680011ab9896","6","Can we go to 150/150 with Foster?","Can we go 150/150 with Foster? ","1"
"3241","5c0ae93ec1a5a60001a560b6","1","You can talk to Becky!","You can talk to Becky!","1"
"3242","5c0ae93ec1a5a60001a560b6","1","Can you help get this cleared up?","Can you help get this cleared up? ","1"
"3243","5c0ae93ec1a5a60001a560b6","1","If so what was it?","If so what was it?","1"
"3244","5c0ae93ec1a5a60001a560b6","1","What number should he call you on?","What number shouldche call you on?","1"
"3245","5c0ae93ec1a5a60001a560b6","1","I changed that in one prior draft.","I changed that in one prior draft","1"
"3246","5c0ae93ec1a5a60001a560b6","1","I've never worked with her.","I've neverem worked with her.","1"
"3247","5c0ae93ec1a5a60001a560b6","1","Do you still need me to sign something?","Do you still neee me to sign something?","1"
"3248","5c0ae93ec1a5a60001a560b6","1","He would love anything about rocks.","He would love anything about rocks.","1"
"3249","5c0ae93ec1a5a60001a560b6","1","Hopefully this can wait until Monday.","Hopefully this can wait until Monday.","1"
"3250","5c0ae93ec1a5a60001a560b6","1","Take what you can get.","Take what you can get.","1"
"3251","5c0ae93ec1a5a60001a560b6","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"3252","5c0ae93ec1a5a60001a560b6","1","We don't seem to have any positive income there.","We don't seem to have any positive income there.","1"
"3253","5c0ae93ec1a5a60001a560b6","1","I wanted to go drinking with you.","I wanted to go drinking with you.","1"
"3254","5c0ae93ec1a5a60001a560b6","1","I am now officially a Blackberry addict.","I am now oficially a Blackberry addict.","1"
"3255","5c0ae93ec1a5a60001a560b6","1","I think afraid of mass exodus.","I think afraid of mass exodus.","1"
"3286","615200d54efc832849db2259","6","He is at 281 350 8441.","He is at 281 350 8441.","1"
"3287","615200d54efc832849db2259","6","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment for 11:00 Thursday.","1"
"3288","615200d54efc832849db2259","6","What Enron entity owns the EOTT GP?","What Enron entity own EOTT GP?","1"
"3289","615200d54efc832849db2259","6","Can we go to 150/150 with Foster?","Can we go to 150/150 with foster?","1"
"3290","615200d54efc832849db2259","6","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time)","1"
"3291","615200d54efc832849db2259","6","Here's the talking points for ANNGTC.","Here's the talking points for ANNGTC.","1"
"3292","615200d54efc832849db2259","6","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governeor Tony Knowels on November 30th","1"
"3293","615200d54efc832849db2259","6","The filing concerns various scheduling and balancing rules.","The filing concerns scheduling and balancing rules.","1"
"3294","615200d54efc832849db2259","6","I also just received my Blackberry, cool.","I also just received my Blackberry, cool.","1"
"3295","615200d54efc832849db2259","6","She is taking over Global Finance Legal.","She's taking over Global finance legal.","1"
"3296","615200d54efc832849db2259","6","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"3297","615200d54efc832849db2259","6","On Mahonia margining, I spoke with Mike Garberding.","On Mahonia margining, I spke with Mike Garberding.","1"
"3298","615200d54efc832849db2259","6","I'll give you my handwritten notes.","I'll give yiu my handwritten notes.","1"
"3299","615200d54efc832849db2259","6","Producers reacting to price management.","Producers reacting to price management.","1"
"3300","615200d54efc832849db2259","6","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"3361","571d293628d2680011ab9896","5","Jan has a lot of detail.","Jan has a lot of detail.","1"
"3362","571d293628d2680011ab9896","5","We will keep you posted.","We will keep you posted.","1"
"3363","571d293628d2680011ab9896","5","Thanks for checking with me.","Thanks for checking with me.","1"
"3364","571d293628d2680011ab9896","5","I think those are the right dates.","I think those are the right dates.","1"
"3365","571d293628d2680011ab9896","5","It's not working very well.","It's not working very well.","1"
"3366","571d293628d2680011ab9896","5","Will give you more shortly.","Will give you more shortly.","1"
"3367","571d293628d2680011ab9896","5","I think that is the right answer.","I think that is the right answer.","1"
"3368","571d293628d2680011ab9896","5","We will get you a copy.","We will get you a copy.","1"
"3369","571d293628d2680011ab9896","5","Take what you can get.","Tale what you can get.","1"
"3370","571d293628d2680011ab9896","5","I will take a look at this today.","I will take a look at this today.","1"
"3371","571d293628d2680011ab9896","5","Get with Mary for format.","Get with Mary for format.","1"
"3372","571d293628d2680011ab9896","5","I am walking in now.","I am walking in now.","1"
"3373","571d293628d2680011ab9896","5","The troops just walked in.","The troops just walked in.","1"
"3374","571d293628d2680011ab9896","5","Are you going to call?","Are you going to call?","1"
"3375","571d293628d2680011ab9896","5","What is in the plan?","What is in the plan?","1"
"3406","615aceb06ae03ef88ac6fd1d","6","Budget allocation from Glisan has been postponed.","Budget allocation from Glison has been postponed.","1"
"3407","615aceb06ae03ef88ac6fd1d","6","Can we go to 150/150 with Foster?","Can we go to 150/150 with Foster?","1"
"3408","615aceb06ae03ef88ac6fd1d","6","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue.","1"
"3409","615aceb06ae03ef88ac6fd1d","6","Who should I contact regarding severance?","Who should I contact in regards of severance?","1"
"3410","615aceb06ae03ef88ac6fd1d","6","If this has already been covered, then I apologize.","If this has already been covered, then i apologize.","1"
"3411","615aceb06ae03ef88ac6fd1d","6","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment at 11:00 on Tuesday.","1"
"3412","615aceb06ae03ef88ac6fd1d","6","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"3413","615aceb06ae03ef88ac6fd1d","6","Target customers: Munis, Wapa, BPA.","Target customer: Munis,Wapa,BPA.","1"
"3414","615aceb06ae03ef88ac6fd1d","6","On Mahonia margining, I spoke with Mike Garberding.","On Mahonia margining, I spoke to John Garbedin.","1"
"3415","615aceb06ae03ef88ac6fd1d","6","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"3416","615aceb06ae03ef88ac6fd1d","6","She is taking over Global Finance Legal.","She is taking over Global Finance Legal.","1"
"3417","615aceb06ae03ef88ac6fd1d","6","I saw your 5:30 AM message!","I saw your 5:30AM message.","1"
"3418","615aceb06ae03ef88ac6fd1d","6","She was leaving Omaha for Houston at 4:00.","She was leaving Omaha for Houston at 4:00.","1"
"3419","615aceb06ae03ef88ac6fd1d","6","We haven't sold the US business as yet.","We haven't sold the US business as yet.","1"
"3420","615aceb06ae03ef88ac6fd1d","6","I don't know that I will be back Monday.","I don't know that I will be back on Monday.","1"
"3421","615aceb06ae03ef88ac6fd1d","6","Budget allocation from Glisan has been postponed.","Budget allocation from Glison has been postponed.","1"
"3422","615aceb06ae03ef88ac6fd1d","6","Can we go to 150/150 with Foster?","Can we go to 150/150 with Foster?","1"
"3423","615aceb06ae03ef88ac6fd1d","6","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue.","1"
"3424","615aceb06ae03ef88ac6fd1d","6","Who should I contact regarding severance?","Who should I contact in regards of severance?","1"
"3425","615aceb06ae03ef88ac6fd1d","6","If this has already been covered, then I apologize.","If this has already been covered, then i apologize.","1"
"3426","615aceb06ae03ef88ac6fd1d","6","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment at 11:00 on Tuesday.","1"
"3427","615aceb06ae03ef88ac6fd1d","6","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"3428","615aceb06ae03ef88ac6fd1d","6","Target customers: Munis, Wapa, BPA.","Target customer: Munis,Wapa,BPA.","1"
"3429","615aceb06ae03ef88ac6fd1d","6","On Mahonia margining, I spoke with Mike Garberding.","On Mahonia margining, I spoke to John Garbedin.","1"
"3430","615aceb06ae03ef88ac6fd1d","6","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"3431","615aceb06ae03ef88ac6fd1d","6","She is taking over Global Finance Legal.","She is taking over Global Finance Legal.","1"
"3432","615aceb06ae03ef88ac6fd1d","6","I saw your 5:30 AM message!","I saw your 5:30AM message.","1"
"3433","615aceb06ae03ef88ac6fd1d","6","She was leaving Omaha for Houston at 4:00.","She was leaving Omaha for Houston at 4:00.","1"
"3434","615aceb06ae03ef88ac6fd1d","6","We haven't sold the US business as yet.","We haven't sold the US business as yet.","1"
"3435","615aceb06ae03ef88ac6fd1d","6","I don't know that I will be back Monday.","I don't know that I will be back on Monday.","1"
"3436","6160ccb0810a73f90ef4c5e7","2","AIG has agreed capital call not due until Monday.","AIG has agreed capital call not due until next Monday.","1"
"3437","6160ccb0810a73f90ef4c5e7","2","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI i saw Allen Caminiti at the Animal","1"
"3438","6160ccb0810a73f90ef4c5e7","2","Chase back office and their restart plan updates individually.","Chase back office and restart plan individually","1"
"3439","6160ccb0810a73f90ef4c5e7","2","We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.","1"
"3440","6160ccb0810a73f90ef4c5e7","2","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"3441","6160ccb0810a73f90ef4c5e7","2","If possible, I'd like to get Amy's opinion.","If possible I's like to get Amy's opinion.","1"
"3442","6160ccb0810a73f90ef4c5e7","2","If this has already been covered, then I apologize.","If this had already been covered, I apologize.","1"
"3443","6160ccb0810a73f90ef4c5e7","2","1 - number of questions on this.","1 - number of questions on this.","1"
"3444","6160ccb0810a73f90ef4c5e7","2","That's not the behavior that I was looking for.","That's not the behavior I was looking for.","1"
"3445","6160ccb0810a73f90ef4c5e7","2","I guess that's additive to my stretch?","I guess that's additive to my stress.","1"
"3446","6160ccb0810a73f90ef4c5e7","2","I do wish I knew.","I do wish I knew.","1"
"3447","6160ccb0810a73f90ef4c5e7","2","I think we are dong OK.","I think we are doing okay.","1"
"3448","6160ccb0810a73f90ef4c5e7","2","Here's the talking points for ANNGTC.","Here's the talking points for ANNGTC.","1"
"3449","6160ccb0810a73f90ef4c5e7","2","If not, I can try information in Omaha.","If not, I can try information on Omaha.","1"
"3450","6160ccb0810a73f90ef4c5e7","2","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment at 11:00 on Monday.","1"
"3451","5e8e38da572c650e2ede51c9","4","Can you get me the Calger letter done?","Can you get me the Calger letter done?","1"
"3452","5e8e38da572c650e2ede51c9","4","We went to Palacios to fish.","We went to Palacios to fish.","1"
"3453","5e8e38da572c650e2ede51c9","4","I'll see you Thursday October 25.","I'll see you Thursday October 25.","1"
"3454","5e8e38da572c650e2ede51c9","4","We are still in Palacios, having a quiet AM.","We are still in Palacios having a quite AM","1"
"3455","5e8e38da572c650e2ede51c9","4","And how would I be going for work?","And how would I be going for work?","1"
"3456","5e8e38da572c650e2ede51c9","4","I have a doctor's appointment for 11:00 on Tuesday.","I have doctor's appointment for 11:00 on Tuesday.","1"
"3457","5e8e38da572c650e2ede51c9","4","I'm out of office till Wednesday.","I am out of the office until Wednesday.","1"
"3458","5e8e38da572c650e2ede51c9","4","Probably need to check with HR group providing services.","Probally need to check with HR providing services.","1"
"3459","5e8e38da572c650e2ede51c9","4","I'm looking forward to the long weekend!","I'm looking forward to the long weekend!","1"
"3460","5e8e38da572c650e2ede51c9","4","Shelley (making good use of my jury duty time)","Shelly ( manking good use of my jury duty time)","1"
"3461","5e8e38da572c650e2ede51c9","4","Do you have a number for Steve?","Do you have a number for Steve?","1"
"3462","5e8e38da572c650e2ede51c9","4","Will let you know how call goes in morning.","Will let you know how call goes in the morning.","1"
"3463","5e8e38da572c650e2ede51c9","4","I went to see a doctor.","I went to see the doctor.","1"
"3464","5e8e38da572c650e2ede51c9","4","Who should I contact regarding severance?","Who should I contact regarding severance?","1"
"3465","5e8e38da572c650e2ede51c9","4","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa. BPA.","1"
"3466","5ab15ab4c42b630001cd36fb","2","1 - number of questions on this.","1 - number of questions on this.","1"
"3467","5ab15ab4c42b630001cd36fb","2","Thanks - that's what I was hoping it was.","Thanks - that's what I was hoping it was.","1"
"3468","5ab15ab4c42b630001cd36fb","2","If this has already been covered, then I apologize.","If this has been already been covered, I apologize.","1"
"3469","5ab15ab4c42b630001cd36fb","2","She was leaving Omaha for Houston at 4:00.","She was leaving Omaha for Houston on 4:00.","1"
"3470","5ab15ab4c42b630001cd36fb","2","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"3471","5ab15ab4c42b630001cd36fb","2","I think we are dong OK.","I think we are dong OK.","1"
"3472","5ab15ab4c42b630001cd36fb","2","I'm out of office till Wednesday.","I'm out off office till Wednesday.","1"
"3473","5ab15ab4c42b630001cd36fb","2","Joel Ephross on issues reacquiring economic interests/swaps from Jedi2/Whitewing.","Joel Ephros on reacquiring economic issues/swap/Jedi","1"
"3474","5ab15ab4c42b630001cd36fb","2","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowles on November 30th.","1"
"3475","5ab15ab4c42b630001cd36fb","2","Lisa Mellencamp on any issues regarding pending litigation.","Lisa Mellenkemp on regarding anny issues on litigation.","1"
"3476","5ab15ab4c42b630001cd36fb","2","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Caminity at Animal Kingdom yesterday.","1"
"3477","5ab15ab4c42b630001cd36fb","2","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue remains.","1"
"3478","5ab15ab4c42b630001cd36fb","2","I didn't think we had.","I disn't think we had.","1"
"3479","5ab15ab4c42b630001cd36fb","2","Here's my work email (kay.mann@enron.com).","Here's my work email (kay.mann@enron.com).","1"
"3480","5ab15ab4c42b630001cd36fb","2","Please send to Hartsoe for comment.","Please send to Hertsoe for comment.","1"
"3481","615200d54efc832849db2259","3","He doesn't want to give the trading positions.","He doesn't what to give trading positions.","1"
"3482","615200d54efc832849db2259","3","I was planning to attend.","I was planning to attend.","1"
"3483","615200d54efc832849db2259","3","I plan to be in the office tomorrow.","I plan to be in the office tomorrow.","1"
"3484","615200d54efc832849db2259","3","Just in case we haven't invited any of them.","Just in case we haven't invited any of the.","1"
"3485","615200d54efc832849db2259","3","Would you mind doing the following?","Would you mind doing the following?","1"
"3486","615200d54efc832849db2259","3","I will be back Friday.","I will be back Friday.","1"
"3487","615200d54efc832849db2259","3","I'm fully recovered and back on pace.","I'm fully recovered and back on pace.","1"
"3488","615200d54efc832849db2259","3","I will resend to you.","I will resend to you.","1"
"3489","615200d54efc832849db2259","3","We can discuss options early next week.","We can discuss options early next week.","1"
"3490","615200d54efc832849db2259","3","I am looking forward to the salad.","I am looking forward to the salad.","1"
"3491","615200d54efc832849db2259","3","This is the neatest toy I have had.","This is the neatest toy I have had.","1"
"3492","615200d54efc832849db2259","3","She has a web address.","She has a web address.","1"
"3493","615200d54efc832849db2259","3","Will 2PM ET work for you?","Will 2PM ET work for you?","1"
"3494","615200d54efc832849db2259","3","Yes I am here actually.","Yes I am here actually.","1"
"3495","615200d54efc832849db2259","3","Thursday works better for me.","Thursday works better for me.","1"
"3496","615200d54efc832849db2259","3","He doesn't want to give the trading positions.","He doesn't what to give trading positions.","1"
"3497","615200d54efc832849db2259","3","I was planning to attend.","I was planning to attend.","1"
"3498","615200d54efc832849db2259","3","I plan to be in the office tomorrow.","I plan to be in the office tomorrow.","1"
"3499","615200d54efc832849db2259","3","Just in case we haven't invited any of them.","Just in case we haven't invited any of the.","1"
"3500","615200d54efc832849db2259","3","Would you mind doing the following?","Would you mind doing the following?","1"
"3501","615200d54efc832849db2259","3","I will be back Friday.","I will be back Friday.","1"
"3502","615200d54efc832849db2259","3","I'm fully recovered and back on pace.","I'm fully recovered and back on pace.","1"
"3503","615200d54efc832849db2259","3","I will resend to you.","I will resend to you.","1"
"3504","615200d54efc832849db2259","3","We can discuss options early next week.","We can discuss options early next week.","1"
"3505","615200d54efc832849db2259","3","I am looking forward to the salad.","I am looking forward to the salad.","1"
"3506","615200d54efc832849db2259","3","This is the neatest toy I have had.","This is the neatest toy I have had.","1"
"3507","615200d54efc832849db2259","3","She has a web address.","She has a web address.","1"
"3508","615200d54efc832849db2259","3","Will 2PM ET work for you?","Will 2PM ET work for you?","1"
"3509","615200d54efc832849db2259","3","Yes I am here actually.","Yes I am here actually.","1"
"3510","615200d54efc832849db2259","3","Thursday works better for me.","Thursday works better for me.","1"
"3556","615aceb06ae03ef88ac6fd1d","5","I am on my way.","I am on my way.","1"
"3557","615aceb06ae03ef88ac6fd1d","5","Both of us are still here.","Both of us are still here.","1"
"3558","615aceb06ae03ef88ac6fd1d","5","I am fine with this.","I am fin with this.","1"
"3559","615aceb06ae03ef88ac6fd1d","5","We will get you a copy.","We will get you a copy.","1"
"3560","615aceb06ae03ef88ac6fd1d","5","Are you being a baby?","Are you being a baby?","1"
"3561","615aceb06ae03ef88ac6fd1d","5","Jan has a lot of detail.","Jan has alot of detail.","1"
"3562","615aceb06ae03ef88ac6fd1d","5","Hope your week is going well.","Hope your week is going well.","1"
"3563","615aceb06ae03ef88ac6fd1d","5","I think that is the right answer.","I think that is the right answer.","1"
"3564","615aceb06ae03ef88ac6fd1d","5","What is the cost issue?","What is the cost issue?","1"
"3565","615aceb06ae03ef88ac6fd1d","5","This seems fine to me.","This seems fine to me.","1"
"3566","615aceb06ae03ef88ac6fd1d","5","I hope you are feeling better.","I hope you are feeling better.","1"
"3567","615aceb06ae03ef88ac6fd1d","5","I think those are the right dates.","I think those are the right dates.","1"
"3568","615aceb06ae03ef88ac6fd1d","5","John this message concerns me.","John this message concerns me.","1"
"3569","615aceb06ae03ef88ac6fd1d","5","I've never worked with her.","I've never worked with her.","1"
"3570","615aceb06ae03ef88ac6fd1d","5","Do you need it today?","Do you need it today?","1"
"3571","6160ccb0810a73f90ef4c5e7","5","We will keep you posted.","We will keep you posted.","1"
"3572","6160ccb0810a73f90ef4c5e7","5","I will take a look at this today.","I will take a look at this today.","1"
"3573","6160ccb0810a73f90ef4c5e7","5","This is good I think.","This is good I think.","1"
"3574","6160ccb0810a73f90ef4c5e7","5","I'll call you in the morning.","I'll call you in the morning.","1"
"3575","6160ccb0810a73f90ef4c5e7","5","We can have wine and catch up.","We can have wine and catch up.","1"
"3576","6160ccb0810a73f90ef4c5e7","5","I will be back Friday.","I will be back Friday.","1"
"3577","6160ccb0810a73f90ef4c5e7","5","Take what you can get.","Take what you can get.","1"
"3578","6160ccb0810a73f90ef4c5e7","5","Hope your week is going well.","Hope your week is going well.","1"
"3579","6160ccb0810a73f90ef4c5e7","5","Will you come get me?","Will you come get me?","1"
"3580","6160ccb0810a73f90ef4c5e7","5","I am on my way.","I am on my way.","1"
"3581","6160ccb0810a73f90ef4c5e7","5","Both of us are still here.","Both of us are still here.","1"
"3582","6160ccb0810a73f90ef4c5e7","5","You have a nice holiday too.","You have a nice holiday too.","1"
"3583","6160ccb0810a73f90ef4c5e7","5","I think that is the right answer.","I think that is the right answer.","1"
"3584","6160ccb0810a73f90ef4c5e7","5","Will give you more shortly.","Will give you more shortly.","1"
"3585","6160ccb0810a73f90ef4c5e7","5","Get with Mary for format.","Get with Mary for format.","1"
"3586","5e8e38da572c650e2ede51c9","5","Will give you more shortly.","Will give you more shortly.","1"
"3587","5e8e38da572c650e2ede51c9","5","Hope your week is going well.","Hope your week is going well.","1"
"3588","5e8e38da572c650e2ede51c9","5","Take what you can get.","Take what you can get.","1"
"3589","5e8e38da572c650e2ede51c9","5","What is the cost issue?","What isbthe cost issue?","1"
"3590","5e8e38da572c650e2ede51c9","5","John this message concerns me.","John this message concerns me.","1"
"3591","5e8e38da572c650e2ede51c9","5","It reads like she is in.","It reads like she is in.","1"
"3592","5e8e38da572c650e2ede51c9","5","Thursday works better for me.","Thursday works better for me.","1"
"3593","5e8e38da572c650e2ede51c9","5","I hope you are feeling better.","I hope you are feeling better.","1"
"3594","5e8e38da572c650e2ede51c9","5","I think that is the right answer.","I think that is the right answer.","1"
"3595","5e8e38da572c650e2ede51c9","5","If not can I call you?","If not can I call you?","1"
"3596","5e8e38da572c650e2ede51c9","5","You have a nice holiday too.","You have a nice holiday too.","1"
"3597","5e8e38da572c650e2ede51c9","5","How soon do you need it?","How soon do you need it?","1"
"3598","5e8e38da572c650e2ede51c9","5","I'll call you in the morning.","I'll call you in the morning.","1"
"3599","5e8e38da572c650e2ede51c9","5","We just need a sitter.","We just need a babysitter.","1"
"3600","5e8e38da572c650e2ede51c9","5","We can have wine and catch up.","We can have wine and catch up.","1"
"3601","5ab15ab4c42b630001cd36fb","3","I'm in a meeting until noon.","I'm in a meeting until noon.","1"
"3602","5ab15ab4c42b630001cd36fb","3","Do we have New York sorted out?","Do we have New York sortes out?","1"
"3603","5ab15ab4c42b630001cd36fb","3","I'm on my way back there to do so.","I'm on my way back there to do so.","1"
"3604","5ab15ab4c42b630001cd36fb","3","Are you going to call?","Are you going to call?","1"
"3605","5ab15ab4c42b630001cd36fb","3","We just need a sitter.","We just need a sitter.","1"
"3606","5ab15ab4c42b630001cd36fb","3","Thursday works better for me.","Thusday works better for me.","1"
"3607","5ab15ab4c42b630001cd36fb","3","What is the stock price doing?","What is the stock price doing?","1"
"3608","5ab15ab4c42b630001cd36fb","3","How can we get these answers?","How can we got these answers?","1"
"3609","5ab15ab4c42b630001cd36fb","3","Have I mentioned how much I love Houston traffic?","Have I mentioned how much I love Houston traffic?","1"
"3610","5ab15ab4c42b630001cd36fb","3","I am looking forward to the salad.","I am looking forward to the salad.","1"
"3611","5ab15ab4c42b630001cd36fb","3","I will bring John Brindle.","I will bring Joh Brindle.","1"
"3612","5ab15ab4c42b630001cd36fb","3","Would you mind doing the following?","Would you mind doing the fillowing?","1"
"3613","5ab15ab4c42b630001cd36fb","3","We can work around these plans if you prefer.","We can work around these plan if you prefer.","1"
"3614","5ab15ab4c42b630001cd36fb","3","Can we have them until we move?","Can we have them until we move?","1"
